,cohort_year,division,division_name,students_in_cohort,graduation_rate,dropout_rate,income_per_capita,prev_year_teacher_salary,curr_year_teacher_salary,teacher_salary_diff
108,2015,117,Newport News City,1876,89.50%,2.77%,,48192.0,49682.0,3.09
109,2015,118,Norfolk City,1747,80.65%,5.78%,,48929.0,49908.0,2.0
110,2015,119,Norton City,58,94.83%,1.72%,30754.0,41039.0,41463.0,1.03
111,2015,120,Petersburg City,289,70.93%,8.30%,,41139.0,42150.0,2.46
112,2015,121,Portsmouth City,930,86.99%,4.95%,,38183.0,38872.0,1.8
113,2015,122,Radford City,121,96.69%,.83%,33933.0,49967.0,50428.0,0.92
114,2015,123,Richmond City,1420,81.34%,11.90%,,48921.0,50148.0,2.51
115,2015,124,Roanoke City,882,85.60%,10.32%,,47363.0,50509.0,6.64
116,2015,126,Staunton City,189,91.01%,3.70%,,43979.0,46730.0,6.26
117,2015,127,Suffolk City,1026,86.16%,9.55%,,49158.0,49809.0,1.32
118,2015,128,Virginia Beach City,5289,89.79%,5.22%,,54875.0,56048.0,2.14
119,2015,130,Waynesboro City,232,79.74%,7.76%,,45209.0,47484.0,5.03
120,2015,131,Williamsburg-James City County,860,90.93%,1.63%,,52037.0,52920.0,1.7
121,2015,132,Winchester City,288,92.71%,2.43%,45630.0,54404.0,53910.0,-0.91
122,2015,135,Franklin City,79,82.28%,10.13%,,44257.0,46430.0,4.91
123,2015,136,Chesapeake City,3157,93.03%,3.23%,,54830.0,56484.0,3.02
124,2015,139,Salem City,345,94.20%,2.61%,48989.0,56207.0,55115.0,-1.94
125,2015,142,Poquoson City,193,94.82%,1.04%,54201.0,48113.0,46887.0,-2.55
126,2015,143,Manassas City,516,86.24%,7.56%,,62347.0,62534.0,0.3
127,2015,144,Manassas Park City,207,87.92%,8.70%,,56323.0,58089.0,3.13
128,2015,202,Colonial Beach,42,92.86%,7.14%,,40116.0,41498.0,3.45
129,2015,207,West Point,64,98.44%,1.56%,,40911.0,37914.0,-7.33
0,2014,1,Accomack County,344,90.12%,5.23%,37338.0,38727.0,40596.0,4.83
1,2014,2,Albemarle County,1002,94.91%,2.20%,59879.0,50959.0,53521.0,5.03
2,2014,3,Alleghany County,218,87.16%,6.42%,34614.0,47184.0,48254.0,2.27
3,2014,4,Amelia County,131,93.89%,5.34%,39861.0,45581.0,43357.0,-4.88
4,2014,5,Amherst County,372,88.71%,4.84%,33012.0,43609.0,44779.0,2.68
5,2014,6,Appomattox County,186,91.40%,3.76%,33776.0,40133.0,40810.0,1.69
6,2014,7,Arlington County,1481,90.21%,5.54%,84081.0,69185.0,73626.0,6.42
7,2014,8,Augusta County,829,93.00%,3.74%,,43669.0,45519.0,4.24
8,2014,9,Bath County,55,87.27%,9.09%,50182.0,43288.0,45628.0,5.41
9,2014,10,Bedford County,859,87.31%,6.40%,40798.0,41599.0,42524.0,2.22
10,2014,11,Bland County,78,88.46%,7.69%,31744.0,42225.0,41685.0,-1.28
11,2014,12,Botetourt County,413,93.95%,1.94%,45113.0,47622.0,48866.0,2.61
12,2014,13,Brunswick County,167,84.43%,8.98%,29028.0,39404.0,41333.0,4.9
13,2014,14,Buchanan County,260,88.08%,5.77%,32032.0,40044.0,38468.0,-3.94
14,2014,15,Buckingham County,149,92.62%,6.04%,26771.0,40797.0,42521.0,4.23
15,2014,16,Campbell County,662,87.01%,4.38%,35387.0,40884.0,41998.0,2.73
16,2014,17,Caroline County,303,87.13%,4.62%,37123.0,42523.0,49820.0,17.16
17,2014,18,Carroll County,308,91.56%,5.19%,31719.0,40442.0,42644.0,5.44
18,2014,19,Charles City County,47,95.74%,2.13%,39910.0,40408.0,39107.0,-3.22
19,2014,20,Charlotte County,164,92.07%,3.05%,,41057.0,43874.0,6.86
20,2014,21,Chesterfield County,4803,91.46%,5.52%,47005.0,47273.0,48673.0,2.96
21,2014,22,Clarke County,165,100.00%,.00%,55409.0,46852.0,50808.0,8.44
22,2014,23,Craig County,55,89.09%,5.45%,33803.0,41442.0,41255.0,-0.45
23,2014,24,Culpeper County,585,91.97%,3.59%,40433.0,47252.0,48667.0,2.99
24,2014,25,Cumberland County,114,91.23%,4.39%,33468.0,44634.0,45946.0,2.94
25,2014,26,Dickenson County,187,88.77%,7.49%,29029.0,42123.0,38960.0,-7.51
26,2014,27,Dinwiddie County,369,81.30%,9.49%,,45107.0,47078.0,4.37
27,2014,28,Essex County,126,84.92%,7.14%,36919.0,45899.0,47325.0,3.11
28,2014,29,Fairfax County,13784,92.65%,5.38%,,63203.0,63422.0,0.35
29,2014,30,Fauquier County,863,95.13%,2.09%,60614.0,54975.0,57743.0,5.03
30,2014,31,Floyd County,179,91.62%,5.03%,33675.0,42542.0,43044.0,1.18
31,2014,32,Fluvanna County,271,91.88%,2.95%,38320.0,50376.0,49612.0,-1.52
32,2014,33,Franklin County,557,86.89%,6.64%,,43895.0,43884.0,-0.02
33,2014,34,Frederick County,977,90.28%,4.61%,43412.0,47490.0,49368.0,3.95
34,2014,35,Giles County,208,82.69%,6.73%,35850.0,38340.0,38762.0,1.1
35,2014,36,Gloucester County,474,92.62%,3.38%,43453.0,46108.0,48942.0,6.15
36,2014,37,Goochland County,183,96.17%,1.64%,82989.0,43212.0,45314.0,4.86
37,2014,38,Grayson County,156,83.97%,8.97%,28405.0,36507.0,36427.0,-0.22
38,2014,39,Greene County,187,91.98%,2.14%,38254.0,44959.0,44158.0,-1.78
39,2014,40,Greensville County,175,85.71%,10.86%,28309.0,44913.0,43966.0,-2.11
40,2014,41,Halifax County,418,88.52%,6.22%,32228.0,41869.0,47241.0,12.83
41,2014,42,Hanover County,1528,96.20%,2.16%,52132.0,48174.0,48557.0,0.8
42,2014,43,Henrico County,3806,88.99%,6.62%,57345.0,51723.0,50594.0,-2.18
43,2014,44,Henry County,558,87.99%,5.56%,34532.0,43860.0,44655.0,1.81
44,2014,45,Highland County,19,89.47%,10.53%,41581.0,43734.0,45120.0,3.17
45,2014,46,Isle of Wight County,444,92.57%,4.50%,48908.0,53025.0,54556.0,2.89
46,2014,48,King George County,315,92.70%,5.08%,48193.0,47401.0,45465.0,-4.08
47,2014,49,King and Queen County,51,86.27%,5.88%,36322.0,48784.0,47437.0,-2.76
48,2014,50,King William County,149,92.62%,2.01%,38656.0,46382.0,44817.0,-3.38
49,2014,51,Lancaster County,104,92.31%,5.77%,49853.0,42685.0,44682.0,4.68
50,2014,52,Lee County,262,87.02%,6.11%,26735.0,40343.0,38138.0,-5.47
51,2014,53,Loudoun County,4663,95.20%,2.34%,68307.0,60646.0,60798.0,0.25
52,2014,54,Louisa County,334,91.02%,6.89%,36831.0,47013.0,47144.0,0.28
53,2014,55,Lunenburg County,110,88.18%,7.27%,29376.0,47668.0,44865.0,-5.88
54,2014,56,Madison County,168,94.64%,.60%,46183.0,43103.0,44429.0,3.08
55,2014,57,Mathews County,103,91.26%,5.83%,49453.0,40404.0,43168.0,6.84
56,2014,58,Mecklenburg County,372,92.47%,4.84%,32989.0,48805.0,43010.0,-11.87
57,2014,59,Middlesex County,71,92.96%,2.82%,42614.0,42099.0,43217.0,2.66
58,2014,60,Montgomery County,728,86.40%,6.46%,32318.0,46297.0,45504.0,-1.71
59,2014,62,Nelson County,150,87.33%,5.33%,43162.0,47432.0,48124.0,1.46
60,2014,63,New Kent County,246,90.65%,4.88%,64900.0,46128.0,45079.0,-2.27
61,2014,65,Northampton County,109,82.57%,6.42%,40360.0,36962.0,37823.0,2.33
62,2014,66,Northumberland County,123,86.99%,10.57%,44690.0,48748.0,47221.0,-3.13
63,2014,67,Nottoway County,179,87.71%,6.15%,31029.0,47509.0,47575.0,0.14
64,2014,68,Orange County,398,90.70%,2.51%,43150.0,45567.0,48980.0,7.49
65,2014,69,Page County,273,96.70%,1.47%,33965.0,41014.0,42983.0,4.8
66,2014,70,Patrick County,200,91.00%,7.50%,30091.0,41441.0,42543.0,2.66
67,2014,71,Pittsylvania County,700,90.57%,7.43%,33350.0,41076.0,42260.0,2.88
68,2014,72,Powhatan County,356,87.92%,4.21%,46350.0,47646.0,49789.0,4.5
69,2014,73,Prince Edward County,173,83.24%,9.83%,27426.0,44127.0,45389.0,2.86
70,2014,74,Prince George County,424,87.74%,8.49%,35338.0,49658.0,49469.0,-0.38
71,2014,75,Prince William County,6137,90.52%,6.49%,,61855.0,61863.0,0.01
72,2014,77,Pulaski County,369,88.62%,6.78%,35586.0,42420.0,43784.0,3.22
73,2014,78,Rappahannock County,62,98.39%,1.61%,56231.0,45941.0,49343.0,7.41
74,2014,79,Richmond County,97,87.63%,2.06%,31932.0,47626.0,49492.0,3.92
75,2014,80,Roanoke County,1164,95.36%,3.52%,46401.0,48267.0,50886.0,5.43
76,2014,81,Rockbridge County,267,80.15%,14.98%,,45216.0,47363.0,4.75
77,2014,82,Rockingham County,912,94.19%,4.06%,35521.0,45039.0,46585.0,3.43
78,2014,83,Russell County,323,92.57%,5.26%,29954.0,36271.0,37116.0,2.33
79,2014,84,Scott County,285,94.74%,4.56%,29908.0,45582.0,47555.0,4.33
80,2014,85,Shenandoah County,520,95.38%,2.12%,39297.0,44177.0,46751.0,5.83
81,2014,86,Smyth County,370,91.35%,5.95%,33579.0,43590.0,44590.0,2.29
82,2014,87,Southampton County,214,85.51%,9.35%,36055.0,44012.0,43509.0,-1.14
83,2014,88,Spotsylvania County,1877,88.92%,4.58%,44792.0,51373.0,53725.0,4.58
84,2014,89,Stafford County,2305,90.59%,5.34%,49152.0,53038.0,50864.0,-4.1
85,2014,90,Surry County,56,92.86%,7.14%,37939.0,50020.0,50813.0,1.59
86,2014,91,Sussex County,86,84.88%,2.33%,27845.0,51080.0,51839.0,1.49
87,2014,92,Tazewell County,483,84.06%,6.42%,34177.0,42846.0,42062.0,-1.83
88,2014,93,Warren County,444,93.47%,2.70%,39336.0,45096.0,48241.0,6.97
89,2014,94,Washington County,586,93.00%,2.90%,37843.0,44205.0,47059.0,6.46
90,2014,95,Westmoreland County,110,80.91%,8.18%,38106.0,41794.0,44363.0,6.15
91,2014,96,Wise County,456,91.45%,4.82%,30288.0,47487.0,45692.0,-3.78
92,2014,97,Wythe County,325,87.38%,8.62%,31664.0,44752.0,46890.0,4.78
93,2014,98,York County,1028,94.46%,2.53%,53697.0,48101.0,48310.0,0.43
94,2014,101,Alexandria City,803,84.31%,9.22%,,70696.0,74682.0,5.64
95,2014,102,Bristol City,165,86.67%,5.45%,37843.0,45342.0,46660.0,2.91
96,2014,103,Buena Vista City,88,85.23%,9.09%,,41397.0,42528.0,2.73
97,2014,104,Charlottesville City,287,88.50%,5.57%,59879.0,52790.0,55114.0,4.4
98,2014,106,Colonial Heights City,232,94.83%,2.59%,,50451.0,51501.0,2.08
99,2014,107,Covington City,74,79.73%,13.51%,34614.0,51412.0,49439.0,-3.84
100,2014,108,Danville City,404,75.74%,5.45%,33350.0,45898.0,46948.0,2.29
101,2014,109,Falls Church City,187,98.40%,.53%,,63273.0,65583.0,3.65
102,2014,110,Fredericksburg City,232,83.19%,12.50%,,45704.0,47201.0,3.28
103,2014,111,Galax City,94,86.17%,2.13%,31719.0,45100.0,46993.0,4.2
104,2014,112,Hampton City,1680,83.81%,5.06%,,45137.0,45029.0,-0.24
105,2014,113,Harrisonburg City,361,86.70%,7.76%,35521.0,45439.0,44237.0,-2.65
106,2014,114,Hopewell City,288,79.51%,11.11%,35338.0,45013.0,46797.0,3.96
107,2014,115,Lynchburg City,605,81.16%,8.76%,35387.0,41960.0,41089.0,-2.08
108,2014,116,Martinsville City,150,86.67%,8.00%,34532.0,42969.0,44623.0,3.85
109,2014,117,Newport News City,2030,87.93%,2.76%,,48228.0,48192.0,-0.07
110,2014,118,Norfolk City,2057,78.95%,7.97%,,48967.0,48929.0,-0.08
111,2014,119,Norton City,65,84.62%,4.62%,30288.0,40934.0,41039.0,0.26
112,2014,120,Petersburg City,323,82.35%,8.67%,,40644.0,41139.0,1.22
113,2014,121,Portsmouth City,986,85.09%,6.39%,,36517.0,38183.0,4.56
114,2014,122,Radford City,103,92.23%,3.88%,32318.0,48016.0,49967.0,4.06
115,2014,123,Richmond City,1415,80.49%,13.57%,,50485.0,48921.0,-3.1
116,2014,124,Roanoke City,850,83.41%,12.24%,,48039.0,47363.0,-1.41
117,2014,126,Staunton City,170,90.00%,3.53%,,41588.0,43979.0,5.75
118,2014,127,Suffolk City,1076,86.43%,8.83%,,48516.0,49158.0,1.32
119,2014,128,Virginia Beach City,5370,88.49%,4.80%,,53201.0,54875.0,3.15
120,2014,130,Waynesboro City,211,92.89%,2.37%,,44929.0,45209.0,0.62
121,2014,131,Williamsburg-James City County,866,90.53%,4.04%,,51572.0,52037.0,0.9
122,2014,132,Winchester City,295,90.51%,6.44%,43412.0,51256.0,54404.0,6.14
123,2014,135,Franklin City,90,84.44%,10.00%,,45159.0,44257.0,-2.0
124,2014,136,Chesapeake City,3154,92.93%,2.82%,,53043.0,54830.0,3.37
125,2014,139,Salem City,315,90.79%,3.49%,46401.0,54493.0,56207.0,3.15
126,2014,142,Poquoson City,193,96.37%,2.07%,53697.0,45984.0,48113.0,4.63
127,2014,143,Manassas City,539,86.27%,4.64%,,63340.0,62347.0,-1.57
128,2014,144,Manassas Park City,184,87.50%,9.24%,,56934.0,56323.0,-1.07
129,2014,202,Colonial Beach,58,89.66%,5.17%,,38843.0,40116.0,3.28
130,2014,207,West Point,76,97.37%,.00%,,41751.0,40911.0,-2.01
0,2016,1,Accomack County,396,88.64%,7.07%,39232.0,40949.0,43712.0,6.75
1,2016,2,Albemarle County,1042,95.20%,2.69%,66406.0,54586.0,54449.0,-0.25
2,2016,3,Alleghany County,226,92.92%,4.87%,36998.0,47477.0,48507.0,2.17
3,2016,4,Amelia County,156,96.79%,3.21%,42090.0,49019.0,49150.0,0.27
4,2016,5,Amherst County,335,91.04%,2.69%,34754.0,45527.0,45111.0,-0.91
5,2016,6,Appomattox County,170,92.35%,4.12%,35962.0,39904.0,38949.0,-2.39
6,2016,7,Arlington County,1483,91.10%,5.46%,88181.0,73846.0,74534.0,0.93
7,2016,8,Augusta County,841,92.15%,4.88%,,47061.0,48602.0,3.27
8,2016,9,Bath County,48,93.75%,2.08%,57250.0,46784.0,48410.0,3.48
9,2016,10,Bedford County,878,92.94%,4.90%,42988.0,43653.0,40986.0,-6.11
10,2016,11,Bland County,65,90.77%,9.23%,33544.0,43775.0,42605.0,-2.67
11,2016,12,Botetourt County,424,95.52%,2.12%,47604.0,51189.0,51293.0,0.2
12,2016,13,Brunswick County,154,82.47%,12.99%,30982.0,41712.0,40223.0,-3.57
13,2016,14,Buchanan County,236,86.02%,6.78%,31440.0,39840.0,41429.0,3.99
14,2016,15,Buckingham County,145,91.03%,6.90%,28018.0,42193.0,41477.0,-1.7
15,2016,16,Campbell County,647,89.95%,4.33%,35617.0,43257.0,43305.0,0.11
16,2016,17,Caroline County,286,88.46%,6.64%,39257.0,47144.0,48630.0,3.15
17,2016,18,Carroll County,288,92.36%,5.21%,33494.0,44042.0,45563.0,3.45
18,2016,19,Charles City County,64,98.44%,.00%,42688.0,45722.0,43666.0,-4.5
19,2016,20,Charlotte County,138,90.58%,6.52%,,44298.0,46244.0,4.39
20,2016,21,Chesterfield County,4772,90.88%,6.43%,50536.0,50087.0,50281.0,0.39
21,2016,22,Clarke County,203,97.54%,1.48%,62397.0,50728.0,50152.0,-1.13
22,2016,23,Craig County,46,95.65%,2.17%,34981.0,45277.0,41580.0,-8.17
23,2016,24,Culpeper County,578,92.73%,3.98%,43617.0,48769.0,49318.0,1.13
24,2016,25,Cumberland County,104,91.35%,5.77%,35558.0,48069.0,48098.0,0.06
25,2016,26,Dickenson County,198,90.40%,6.06%,29593.0,38948.0,39429.0,1.24
26,2016,27,Dinwiddie County,343,87.46%,6.12%,,47901.0,47890.0,-0.02
27,2016,28,Essex County,137,86.86%,8.76%,38657.0,45007.0,46012.0,2.23
28,2016,29,Fairfax County,14086,92.30%,6.23%,,64580.0,64924.0,0.53
29,2016,30,Fauquier County,963,95.22%,2.08%,65514.0,56267.0,53705.0,-4.55
30,2016,31,Floyd County,164,92.68%,6.71%,35755.0,44747.0,45327.0,1.3
31,2016,32,Fluvanna County,284,94.37%,2.46%,41347.0,50524.0,52409.0,3.73
32,2016,33,Franklin County,511,91.59%,5.28%,,44974.0,47032.0,4.58
33,2016,34,Frederick County,995,93.47%,2.91%,47308.0,50689.0,51503.0,1.61
34,2016,35,Giles County,195,85.13%,11.28%,37219.0,40759.0,41061.0,0.74
35,2016,36,Gloucester County,423,90.54%,4.02%,46700.0,49567.0,49117.0,-0.91
36,2016,37,Goochland County,209,97.13%,2.39%,91058.0,48187.0,49275.0,2.26
37,2016,38,Grayson County,138,90.58%,2.90%,30096.0,37245.0,37643.0,1.07
38,2016,39,Greene County,193,93.26%,5.70%,41450.0,44856.0,47375.0,5.62
39,2016,40,Greensville County,178,85.39%,6.74%,29984.0,46397.0,47571.0,2.53
40,2016,41,Halifax County,406,93.35%,3.94%,34311.0,38883.0,38503.0,-0.98
41,2016,42,Hanover County,1507,95.36%,2.85%,57095.0,48334.0,49795.0,3.02
42,2016,43,Henrico County,3893,91.04%,5.91%,61598.0,50428.0,50050.0,-0.75
43,2016,44,Henry County,554,91.34%,5.05%,36950.0,44957.0,46152.0,2.66
44,2016,45,Highland County,15,100.00%,.00%,41757.0,46255.0,48785.0,5.47
45,2016,46,Isle of Wight County,439,92.71%,4.10%,51692.0,54956.0,54801.0,-0.28
46,2016,48,King George County,349,94.84%,3.72%,49815.0,47457.0,48221.0,1.61
47,2016,49,King and Queen County,51,82.35%,9.80%,39754.0,47586.0,47285.0,-0.63
48,2016,50,King William County,175,89.14%,10.86%,43922.0,48618.0,49740.0,2.31
49,2016,51,Lancaster County,107,89.72%,8.41%,54706.0,47480.0,45972.0,-3.18
50,2016,52,Lee County,240,85.42%,8.33%,27962.0,39243.0,41757.0,6.41
51,2016,53,Loudoun County,5126,95.94%,2.56%,73467.0,61485.0,64284.0,4.55
52,2016,54,Louisa County,385,92.73%,5.45%,39435.0,48671.0,50016.0,2.76
53,2016,55,Lunenburg County,123,82.11%,10.57%,31257.0,44401.0,44658.0,0.58
54,2016,56,Madison County,141,96.45%,1.42%,48590.0,44490.0,42804.0,-3.79
55,2016,57,Mathews County,111,96.40%,.90%,52329.0,44931.0,43299.0,-3.63
56,2016,58,Mecklenburg County,381,90.81%,4.20%,34820.0,43750.0,42899.0,-1.94
57,2016,59,Middlesex County,89,89.89%,5.62%,46455.0,43881.0,42996.0,-2.02
58,2016,60,Montgomery County,760,94.47%,3.95%,34754.0,47338.0,49605.0,4.79
59,2016,62,Nelson County,162,91.98%,4.94%,47426.0,50967.0,51207.0,0.47
60,2016,63,New Kent County,216,92.59%,4.63%,65411.0,46996.0,47282.0,0.61
61,2016,65,Northampton County,106,86.79%,7.55%,44636.0,41427.0,41883.0,1.1
62,2016,66,Northumberland County,99,93.94%,4.04%,48409.0,48024.0,47630.0,-0.82
63,2016,67,Nottoway County,156,87.82%,8.97%,33046.0,47793.0,46321.0,-3.08
64,2016,68,Orange County,384,93.75%,3.13%,46427.0,47465.0,49388.0,4.05
65,2016,69,Page County,264,97.35%,.38%,36496.0,43358.0,44398.0,2.4
66,2016,70,Patrick County,197,91.37%,4.57%,31972.0,42447.0,43147.0,1.65
67,2016,71,Pittsylvania County,709,93.09%,6.06%,35505.0,40865.0,43074.0,5.41
68,2016,72,Powhatan County,352,94.89%,3.13%,52697.0,51846.0,52829.0,1.9
69,2016,73,Prince Edward County,167,90.42%,6.59%,29395.0,42916.0,41386.0,-3.56
70,2016,74,Prince George County,463,88.34%,5.40%,36274.0,51816.0,51766.0,-0.1
71,2016,75,Prince William County,6204,91.67%,5.67%,,62046.0,63521.0,2.38
72,2016,77,Pulaski County,327,92.97%,3.67%,37497.0,45209.0,44823.0,-0.85
73,2016,78,Rappahannock County,66,89.39%,1.52%,59095.0,51519.0,51609.0,0.17
74,2016,79,Richmond County,89,94.38%,4.49%,35155.0,49185.0,48865.0,-0.65
75,2016,80,Roanoke County,1234,94.08%,4.05%,49605.0,49968.0,49719.0,-0.5
76,2016,81,Rockbridge County,269,91.08%,7.81%,,45971.0,47534.0,3.4
77,2016,82,Rockingham County,875,94.17%,4.69%,37255.0,47503.0,48941.0,3.03
78,2016,83,Russell County,312,93.27%,3.53%,31168.0,38804.0,39079.0,0.71
79,2016,84,Scott County,278,94.60%,4.68%,31480.0,45962.0,46362.0,0.87
80,2016,85,Shenandoah County,472,94.70%,2.75%,41788.0,46694.0,47424.0,1.56
81,2016,86,Smyth County,331,95.47%,3.63%,35351.0,43259.0,43223.0,-0.08
82,2016,87,Southampton County,191,86.91%,6.81%,38412.0,43171.0,44819.0,3.82
83,2016,88,Spotsylvania County,1904,89.60%,5.78%,47547.0,53178.0,54212.0,1.94
84,2016,89,Stafford County,2305,92.93%,4.12%,51868.0,53031.0,53303.0,0.51
85,2016,90,Surry County,67,95.52%,4.48%,40453.0,50198.0,51163.0,1.92
86,2016,91,Sussex County,88,89.77%,5.68%,28826.0,52978.0,49901.0,-5.81
87,2016,92,Tazewell County,492,92.07%,4.27%,34029.0,38762.0,37499.0,-3.26
88,2016,93,Warren County,451,92.90%,3.77%,44075.0,47916.0,47289.0,-1.31
89,2016,94,Washington County,525,96.57%,1.52%,36841.0,47414.0,47751.0,0.71
90,2016,95,Westmoreland County,140,90.00%,5.00%,40951.0,44675.0,45297.0,1.39
91,2016,96,Wise County,453,94.04%,4.86%,30471.0,49693.0,47463.0,-4.49
92,2016,97,Wythe County,299,91.64%,7.69%,33183.0,47288.0,46744.0,-1.15
93,2016,98,York County,1041,96.25%,1.83%,55344.0,49883.0,51247.0,2.73
94,2016,101,Alexandria City,824,82.40%,10.56%,,72942.0,73675.0,1.0
95,2016,102,Bristol City,174,89.66%,4.60%,36841.0,43926.0,42972.0,-2.17
96,2016,103,Buena Vista City,77,79.22%,11.69%,,40483.0,40131.0,-0.87
97,2016,104,Charlottesville City,274,89.42%,7.66%,66406.0,54886.0,56214.0,2.42
98,2016,106,Colonial Heights City,228,93.42%,1.75%,,51300.0,50153.0,-2.24
99,2016,107,Covington City,64,79.69%,14.06%,36998.0,51141.0,48040.0,-6.06
100,2016,108,Danville City,495,81.01%,7.27%,35505.0,47879.0,47712.0,-0.35
101,2016,109,Falls Church City,188,99.47%,.53%,,66589.0,69686.0,4.65
102,2016,110,Fredericksburg City,282,88.65%,8.51%,,49493.0,51498.0,4.05
103,2016,111,Galax City,110,86.36%,8.18%,33494.0,46328.0,47259.0,2.01
104,2016,112,Hampton City,1511,90.54%,2.78%,,47516.0,47413.0,-0.22
105,2016,113,Harrisonburg City,348,89.37%,6.32%,37255.0,43974.0,43616.0,-0.81
106,2016,114,Hopewell City,296,85.14%,11.49%,36274.0,48013.0,45443.0,-5.35
107,2016,115,Lynchburg City,595,85.55%,8.07%,35617.0,39037.0,47337.0,21.26
108,2016,116,Martinsville City,171,85.96%,6.43%,36950.0,43210.0,46839.0,8.4
109,2016,117,Newport News City,1784,92.10%,2.41%,,49682.0,50219.0,1.08
110,2016,118,Norfolk City,1873,84.94%,6.25%,,49908.0,48118.0,-3.59
111,2016,119,Norton City,57,98.25%,.00%,30471.0,41463.0,39660.0,-4.35
112,2016,120,Petersburg City,274,84.31%,7.30%,,42150.0,42814.0,1.58
113,2016,121,Portsmouth City,1009,89.00%,4.66%,,38872.0,51576.0,32.68
114,2016,122,Radford City,120,95.83%,3.33%,34754.0,50428.0,50288.0,-0.28
115,2016,123,Richmond City,1472,80.50%,9.92%,,50148.0,50522.0,0.75
116,2016,124,Roanoke City,870,87.47%,10.46%,,50509.0,47845.0,-5.27
117,2016,126,Staunton City,202,91.09%,4.95%,,46730.0,46208.0,-1.12
118,2016,127,Suffolk City,1057,87.04%,7.76%,,49809.0,51375.0,3.14
119,2016,128,Virginia Beach City,5204,91.35%,4.65%,,56048.0,56128.0,0.14
120,2016,130,Waynesboro City,236,82.63%,7.20%,,47484.0,44594.0,-6.09
121,2016,131,Williamsburg-James City County,896,91.63%,4.13%,,52920.0,54554.0,3.09
122,2016,132,Winchester City,303,91.09%,5.28%,47308.0,53910.0,54376.0,0.86
123,2016,135,Franklin City,72,88.89%,5.56%,,46430.0,45592.0,-1.8
124,2016,136,Chesapeake City,3187,93.41%,3.64%,,56484.0,56156.0,-0.58
125,2016,137,Lexington City,<,<,<,,39402.0,40127.0,1.84
126,2016,139,Salem City,292,94.86%,4.11%,49605.0,55115.0,55353.0,0.43
127,2016,142,Poquoson City,197,92.39%,3.05%,55344.0,46887.0,48519.0,3.48
128,2016,143,Manassas City,555,79.82%,8.65%,,62534.0,64124.0,2.54
129,2016,144,Manassas Park City,234,86.32%,10.68%,,58089.0,58942.0,1.47
130,2016,202,Colonial Beach,42,95.24%,4.76%,,41498.0,46141.0,11.19
131,2016,207,West Point,54,98.15%,1.85%,,37914.0,39637.0,4.55
0,2017,1,Accomack County,340,89.71%,6.47%,40837.0,43712.0,44339.0,1.43
1,2017,2,Albemarle County,1037,94.70%,2.80%,71785.0,54449.0,55281.0,1.54
2,2017,3,Alleghany County,203,91.13%,5.42%,38146.0,48507.0,48391.0,-0.24
3,2017,4,Amelia County,154,94.16%,5.84%,42746.0,49150.0,51473.0,4.73
4,2017,5,Amherst County,347,95.68%,2.02%,35717.0,45111.0,46323.0,2.69
5,2017,6,Appomattox County,185,95.14%,1.62%,36907.0,38949.0,40052.0,2.83
6,2017,7,Arlington County,1541,90.79%,6.55%,91685.0,74534.0,76942.0,3.23
7,2017,8,Augusta County,809,91.22%,4.94%,,48602.0,48610.0,0.02
8,2017,9,Bath County,56,91.07%,7.14%,61491.0,48410.0,47911.0,-1.03
9,2017,10,Bedford County,782,90.41%,6.52%,44864.0,40986.0,43210.0,5.43
10,2017,11,Bland County,56,98.21%,1.79%,35988.0,42605.0,42245.0,-0.84
11,2017,12,Botetourt County,372,93.55%,1.61%,48473.0,51293.0,51584.0,0.57
12,2017,13,Brunswick County,140,86.43%,10.71%,31775.0,40223.0,40649.0,1.06
13,2017,14,Buchanan County,237,90.30%,4.64%,34222.0,41429.0,45037.0,8.71
14,2017,15,Buckingham County,143,94.41%,4.20%,29155.0,41477.0,43398.0,4.63
15,2017,16,Campbell County,628,92.83%,3.82%,36529.0,43305.0,45822.0,5.81
16,2017,17,Caroline County,314,87.26%,7.64%,40757.0,48630.0,48038.0,-1.22
17,2017,18,Carroll County,306,90.52%,5.23%,34721.0,45563.0,44025.0,-3.37
18,2017,19,Charles City County,54,92.59%,5.56%,44383.0,43666.0,40452.0,-7.36
19,2017,20,Charlotte County,154,87.01%,9.09%,,46244.0,44762.0,-3.2
20,2017,21,Chesterfield County,4901,90.17%,7.12%,52225.0,50281.0,50697.0,0.83
21,2017,22,Clarke County,193,97.93%,.52%,63710.0,50152.0,52019.0,3.72
22,2017,23,Craig County,46,89.13%,6.52%,36942.0,41580.0,41456.0,-0.3
23,2017,24,Culpeper County,619,89.82%,7.27%,44751.0,49318.0,49140.0,-0.36
24,2017,25,Cumberland County,99,94.95%,3.03%,37139.0,48098.0,47303.0,-1.65
25,2017,26,Dickenson County,171,87.72%,9.94%,31067.0,39429.0,40667.0,3.14
26,2017,27,Dinwiddie County,354,89.55%,7.63%,,47890.0,49021.0,2.36
27,2017,28,Essex County,100,86.00%,6.00%,40740.0,46012.0,46718.0,1.53
28,2017,29,Fairfax County,14111,91.38%,7.19%,,64924.0,66084.0,1.79
29,2017,30,Fauquier County,900,95.78%,2.44%,68382.0,53705.0,55298.0,2.97
30,2017,31,Floyd County,138,93.48%,5.80%,36861.0,45484.0,44563.0,-2.02
31,2017,32,Fluvanna County,269,97.40%,2.23%,42801.0,53498.0,52651.0,-1.58
