Unnamed: 0,Cohort Year,Students in Cohort,Division,Division Name,Graduation Rate,Dropout Rate,Prev_year_salary,Curr_year_salary,salary_diff,FY 2006 to FY 2007 Percent Increase/ (Decrease),FY 2007 to FY 2008 Percent Increase/ (Decrease),Index,Mean Income,FY 2013 to FY 2014 Percent Increase/ (Decrease),FY 2012 to FY 2013 Percent Increase/ (Decrease),FY 2014 to FY 2015 Percent Increase/ (Decrease),FY 2011 to FY 2012 Percent Increase/ (Decrease),FY 2010 to FY 2011 Percent Increase/ (Decrease),FY 2008 to FY 2009 Percent Increase/ (Decrease),FY 2009 to FY 2010 Percent Increase/ (Decrease),cohort_year,division,division_name,graduation_rate,dropout_rate,income_per_capita
50.0,2016.0,240,52.0,Lee County,85.42%,8.33%,27962.0,39243.0,41757.0,,,,,,,6.41,,,,,,,,,,
51.0,2016.0,"5,126",53.0,Loudoun County,95.94%,2.56%,73467.0,61485.0,64284.0,,,,,,,4.55,,,,,,,,,,
52.0,2016.0,385,54.0,Louisa County,92.73%,5.45%,39435.0,48671.0,50016.0,,,,,,,2.76,,,,,,,,,,
53.0,2016.0,123,55.0,Lunenburg County,82.11%,10.57%,31257.0,44401.0,44658.0,,,,,,,0.58,,,,,,,,,,
54.0,2016.0,141,56.0,Madison County,96.45%,1.42%,48590.0,44490.0,42804.0,,,,,,,-3.79,,,,,,,,,,
55.0,2016.0,111,57.0,Mathews County,96.40%,.90%,52329.0,44931.0,43299.0,,,,,,,-3.63,,,,,,,,,,
56.0,2016.0,381,58.0,Mecklenburg County,90.81%,4.20%,34820.0,43750.0,42899.0,,,,,,,-1.94,,,,,,,,,,
57.0,2016.0,89,59.0,Middlesex County,89.89%,5.62%,46455.0,43881.0,42996.0,,,,,,,-2.02,,,,,,,,,,
58.0,2016.0,760,60.0,Montgomery County,94.47%,3.95%,34754.0,47338.0,49605.0,,,,,,,4.79,,,,,,,,,,
59.0,2016.0,162,62.0,Nelson County,91.98%,4.94%,47426.0,50967.0,51207.0,,,,,,,0.47,,,,,,,,,,
60.0,2016.0,216,63.0,New Kent County,92.59%,4.63%,65411.0,46996.0,47282.0,,,,,,,0.61,,,,,,,,,,
61.0,2016.0,106,65.0,Northampton County,86.79%,7.55%,44636.0,41427.0,41883.0,,,,,,,1.1,,,,,,,,,,
62.0,2016.0,99,66.0,Northumberland County,93.94%,4.04%,48409.0,48024.0,47630.0,,,,,,,-0.82,,,,,,,,,,
63.0,2016.0,156,67.0,Nottoway County,87.82%,8.97%,33046.0,47793.0,46321.0,,,,,,,-3.08,,,,,,,,,,
64.0,2016.0,384,68.0,Orange County,93.75%,3.13%,46427.0,47465.0,49388.0,,,,,,,4.05,,,,,,,,,,
65.0,2016.0,264,69.0,Page County,97.35%,.38%,36496.0,43358.0,44398.0,,,,,,,2.4,,,,,,,,,,
66.0,2016.0,197,70.0,Patrick County,91.37%,4.57%,31972.0,42447.0,43147.0,,,,,,,1.65,,,,,,,,,,
67.0,2016.0,709,71.0,Pittsylvania County,93.09%,6.06%,35505.0,40865.0,43074.0,,,,,,,5.41,,,,,,,,,,
68.0,2016.0,352,72.0,Powhatan County,94.89%,3.13%,52697.0,51846.0,52829.0,,,,,,,1.9,,,,,,,,,,
69.0,2016.0,167,73.0,Prince Edward County,90.42%,6.59%,29395.0,42916.0,41386.0,,,,,,,-3.56,,,,,,,,,,
70.0,2016.0,463,74.0,Prince George County,88.34%,5.40%,36274.0,51816.0,51766.0,,,,,,,-0.1,,,,,,,,,,
71.0,2016.0,"6,204",75.0,Prince William County,91.67%,5.67%,,62046.0,63521.0,,,,,,,2.38,,,,,,,,,,
72.0,2016.0,327,77.0,Pulaski County,92.97%,3.67%,37497.0,45209.0,44823.0,,,,,,,-0.85,,,,,,,,,,
73.0,2016.0,66,78.0,Rappahannock County,89.39%,1.52%,59095.0,51519.0,51609.0,,,,,,,0.17,,,,,,,,,,
74.0,2016.0,89,79.0,Richmond County,94.38%,4.49%,35155.0,49185.0,48865.0,,,,,,,-0.65,,,,,,,,,,
75.0,2016.0,"1,234",80.0,Roanoke County,94.08%,4.05%,49605.0,49968.0,49719.0,,,,,,,-0.5,,,,,,,,,,
76.0,2016.0,269,81.0,Rockbridge County,91.08%,7.81%,,45971.0,47534.0,,,,,,,3.4,,,,,,,,,,
77.0,2016.0,875,82.0,Rockingham County,94.17%,4.69%,37255.0,47503.0,48941.0,,,,,,,3.03,,,,,,,,,,
78.0,2016.0,312,83.0,Russell County,93.27%,3.53%,31168.0,38804.0,39079.0,,,,,,,0.71,,,,,,,,,,
79.0,2016.0,278,84.0,Scott County,94.60%,4.68%,31480.0,45962.0,46362.0,,,,,,,0.87,,,,,,,,,,
80.0,2016.0,472,85.0,Shenandoah County,94.70%,2.75%,41788.0,46694.0,47424.0,,,,,,,1.56,,,,,,,,,,
81.0,2016.0,331,86.0,Smyth County,95.47%,3.63%,35351.0,43259.0,43223.0,,,,,,,-0.08,,,,,,,,,,
82.0,2016.0,191,87.0,Southampton County,86.91%,6.81%,38412.0,43171.0,44819.0,,,,,,,3.82,,,,,,,,,,
83.0,2016.0,"1,904",88.0,Spotsylvania County,89.60%,5.78%,47547.0,53178.0,54212.0,,,,,,,1.94,,,,,,,,,,
84.0,2016.0,"2,305",89.0,Stafford County,92.93%,4.12%,51868.0,53031.0,53303.0,,,,,,,0.51,,,,,,,,,,
85.0,2016.0,67,90.0,Surry County,95.52%,4.48%,40453.0,50198.0,51163.0,,,,,,,1.92,,,,,,,,,,
86.0,2016.0,88,91.0,Sussex County,89.77%,5.68%,28826.0,52978.0,49901.0,,,,,,,-5.81,,,,,,,,,,
87.0,2016.0,492,92.0,Tazewell County,92.07%,4.27%,34029.0,38762.0,37499.0,,,,,,,-3.26,,,,,,,,,,
88.0,2016.0,451,93.0,Warren County,92.90%,3.77%,44075.0,47916.0,47289.0,,,,,,,-1.31,,,,,,,,,,
89.0,2016.0,525,94.0,Washington County,96.57%,1.52%,36841.0,47414.0,47751.0,,,,,,,0.71,,,,,,,,,,
90.0,2016.0,140,95.0,Westmoreland County,90.00%,5.00%,40951.0,44675.0,45297.0,,,,,,,1.39,,,,,,,,,,
91.0,2016.0,453,96.0,Wise County,94.04%,4.86%,30471.0,49693.0,47463.0,,,,,,,-4.49,,,,,,,,,,
92.0,2016.0,299,97.0,Wythe County,91.64%,7.69%,33183.0,47288.0,46744.0,,,,,,,-1.15,,,,,,,,,,
93.0,2016.0,"1,041",98.0,York County,96.25%,1.83%,55344.0,49883.0,51247.0,,,,,,,2.73,,,,,,,,,,
94.0,2016.0,824,101.0,Alexandria City,82.40%,10.56%,,72942.0,73675.0,,,,,,,1.0,,,,,,,,,,
95.0,2016.0,174,102.0,Bristol City,89.66%,4.60%,36841.0,43926.0,42972.0,,,,,,,-2.17,,,,,,,,,,
96.0,2016.0,77,103.0,Buena Vista City,79.22%,11.69%,,40483.0,40131.0,,,,,,,-0.87,,,,,,,,,,
97.0,2016.0,274,104.0,Charlottesville City,89.42%,7.66%,66406.0,54886.0,56214.0,,,,,,,2.42,,,,,,,,,,
98.0,2016.0,228,106.0,Colonial Heights City,93.42%,1.75%,,51300.0,50153.0,,,,,,,-2.24,,,,,,,,,,
99.0,2016.0,64,107.0,Covington City,79.69%,14.06%,36998.0,51141.0,48040.0,,,,,,,-6.06,,,,,,,,,,
100.0,2016.0,495,108.0,Danville City,81.01%,7.27%,35505.0,47879.0,47712.0,,,,,,,-0.35,,,,,,,,,,
101.0,2016.0,188,109.0,Falls Church City,99.47%,.53%,,66589.0,69686.0,,,,,,,4.65,,,,,,,,,,
102.0,2016.0,282,110.0,Fredericksburg City,88.65%,8.51%,,49493.0,51498.0,,,,,,,4.05,,,,,,,,,,
103.0,2016.0,110,111.0,Galax City,86.36%,8.18%,33494.0,46328.0,47259.0,,,,,,,2.01,,,,,,,,,,
104.0,2016.0,"1,511",112.0,Hampton City,90.54%,2.78%,,47516.0,47413.0,,,,,,,-0.22,,,,,,,,,,
105.0,2016.0,348,113.0,Harrisonburg City,89.37%,6.32%,37255.0,43974.0,43616.0,,,,,,,-0.81,,,,,,,,,,
106.0,2016.0,296,114.0,Hopewell City,85.14%,11.49%,36274.0,48013.0,45443.0,,,,,,,-5.35,,,,,,,,,,
107.0,2016.0,595,115.0,Lynchburg City,85.55%,8.07%,35617.0,39037.0,47337.0,,,,,,,21.26,,,,,,,,,,
108.0,2016.0,171,116.0,Martinsville City,85.96%,6.43%,36950.0,43210.0,46839.0,,,,,,,8.4,,,,,,,,,,
109.0,2016.0,"1,784",117.0,Newport News City,92.10%,2.41%,,49682.0,50219.0,,,,,,,1.08,,,,,,,,,,
110.0,2016.0,"1,873",118.0,Norfolk City,84.94%,6.25%,,49908.0,48118.0,,,,,,,-3.59,,,,,,,,,,
111.0,2016.0,57,119.0,Norton City,98.25%,.00%,30471.0,41463.0,39660.0,,,,,,,-4.35,,,,,,,,,,
112.0,2016.0,274,120.0,Petersburg City,84.31%,7.30%,,42150.0,42814.0,,,,,,,1.58,,,,,,,,,,
113.0,2016.0,"1,009",121.0,Portsmouth City,89.00%,4.66%,,38872.0,51576.0,,,,,,,32.68,,,,,,,,,,
114.0,2016.0,120,122.0,Radford City,95.83%,3.33%,34754.0,50428.0,50288.0,,,,,,,-0.28,,,,,,,,,,
115.0,2016.0,"1,472",123.0,Richmond City,80.50%,9.92%,,50148.0,50522.0,,,,,,,0.75,,,,,,,,,,
116.0,2016.0,870,124.0,Roanoke City,87.47%,10.46%,,50509.0,47845.0,,,,,,,-5.27,,,,,,,,,,
117.0,2016.0,202,126.0,Staunton City,91.09%,4.95%,,46730.0,46208.0,,,,,,,-1.12,,,,,,,,,,
118.0,2016.0,"1,057",127.0,Suffolk City,87.04%,7.76%,,49809.0,51375.0,,,,,,,3.14,,,,,,,,,,
119.0,2016.0,"5,204",128.0,Virginia Beach City,91.35%,4.65%,,56048.0,56128.0,,,,,,,0.14,,,,,,,,,,
120.0,2016.0,236,130.0,Waynesboro City,82.63%,7.20%,,47484.0,44594.0,,,,,,,-6.09,,,,,,,,,,
121.0,2016.0,896,131.0,Williamsburg-James City County,91.63%,4.13%,,52920.0,54554.0,,,,,,,3.09,,,,,,,,,,
122.0,2016.0,303,132.0,Winchester City,91.09%,5.28%,47308.0,53910.0,54376.0,,,,,,,0.86,,,,,,,,,,
123.0,2016.0,72,135.0,Franklin City,88.89%,5.56%,,46430.0,45592.0,,,,,,,-1.8,,,,,,,,,,
124.0,2016.0,"3,187",136.0,Chesapeake City,93.41%,3.64%,,56484.0,56156.0,,,,,,,-0.58,,,,,,,,,,
125.0,2016.0,<,137.0,Lexington City,<,<,,39402.0,40127.0,,,,,,,1.84,,,,,,,,,,
126.0,2016.0,292,139.0,Salem City,94.86%,4.11%,49605.0,55115.0,55353.0,,,,,,,0.43,,,,,,,,,,
127.0,2016.0,197,142.0,Poquoson City,92.39%,3.05%,55344.0,46887.0,48519.0,,,,,,,3.48,,,,,,,,,,
128.0,2016.0,555,143.0,Manassas City,79.82%,8.65%,,62534.0,64124.0,,,,,,,2.54,,,,,,,,,,
129.0,2016.0,234,144.0,Manassas Park City,86.32%,10.68%,,58089.0,58942.0,,,,,,,1.47,,,,,,,,,,
130.0,2016.0,42,202.0,Colonial Beach,95.24%,4.76%,,41498.0,46141.0,,,,,,,11.19,,,,,,,,,,
131.0,2016.0,54,207.0,West Point,98.15%,1.85%,,37914.0,39637.0,,,,,,,4.55,,,,,,,,,,
0.0,2013.0,331,1.0,Accomack County,85.80%,7.25%,36129.0,38600.0,38727.0,,,,,,,,0.33,,,,,,,,,
1.0,2013.0,"1,032",2.0,Albemarle County,93.51%,3.39%,56553.0,51512.0,50959.0,,,,,,,,-1.07,,,,,,,,,
2.0,2013.0,250,3.0,Alleghany County,85.60%,4.00%,33156.0,47114.0,47184.0,,,,,,,,0.15,,,,,,,,,
3.0,2013.0,134,4.0,Amelia County,93.28%,4.48%,38846.0,44762.0,45581.0,,,,,,,,1.83,,,,,,,,,
4.0,2013.0,380,5.0,Amherst County,86.32%,3.95%,31501.0,43684.0,43609.0,,,,,,,,-0.17,,,,,,,,,
5.0,2013.0,156,6.0,Appomattox County,80.13%,7.69%,32400.0,41177.0,40133.0,,,,,,,,-2.54,,,,,,,,,
6.0,2013.0,"1,407",7.0,Arlington County,89.62%,7.32%,80077.0,68979.0,69185.0,,,,,,,,0.3,,,,,,,,,
7.0,2013.0,874,8.0,Augusta County,93.71%,3.09%,,43692.0,43669.0,,,,,,,,-0.05,,,,,,,,,
8.0,2013.0,64,9.0,Bath County,90.63%,7.81%,47029.0,41715.0,43288.0,,,,,,,,3.77,,,,,,,,,
9.0,2013.0,856,10.0,Bedford County,90.65%,5.26%,39519.0,41023.0,41599.0,,,,,,,,1.4,,,,,,,,,
10.0,2013.0,77,11.0,Bland County,94.81%,5.19%,31238.0,41583.0,42225.0,,,,,,,,1.54,,,,,,,,,
11.0,2013.0,406,12.0,Botetourt County,95.32%,1.97%,43476.0,48130.0,47622.0,,,,,,,,-1.05,,,,,,,,,
12.0,2013.0,152,13.0,Brunswick County,85.53%,7.89%,28193.0,39216.0,39404.0,,,,,,,,0.48,,,,,,,,,
13.0,2013.0,265,14.0,Buchanan County,92.08%,4.53%,31506.0,39532.0,40044.0,,,,,,,,1.3,,,,,,,,,
14.0,2013.0,182,15.0,Buckingham County,89.56%,8.79%,25670.0,42426.0,40797.0,,,,,,,,-3.84,,,,,,,,,
15.0,2013.0,742,16.0,Campbell County,88.41%,4.18%,33944.0,41605.0,40884.0,,,,,,,,-1.73,,,,,,,,,
16.0,2013.0,313,17.0,Caroline County,84.98%,10.22%,36173.0,42473.0,42523.0,,,,,,,,0.12,,,,,,,,,
17.0,2013.0,311,18.0,Carroll County,91.00%,4.18%,29949.0,42371.0,40442.0,,,,,,,,-4.55,,,,,,,,,
18.0,2013.0,63,19.0,Charles City County,93.65%,4.76%,38450.0,40379.0,40408.0,,,,,,,,0.07,,,,,,,,,
19.0,2013.0,182,20.0,Charlotte County,86.26%,2.20%,,41092.0,41057.0,,,,,,,,-0.09,,,,,,,,,
20.0,2013.0,"4,781",21.0,Chesterfield County,90.19%,6.21%,45886.0,48233.0,47273.0,,,,,,,,-1.99,,,,,,,,,
21.0,2013.0,188,22.0,Clarke County,97.34%,1.60%,53725.0,47771.0,46852.0,,,,,,,,-1.92,,,,,,,,,
22.0,2013.0,55,23.0,Craig County,87.27%,9.09%,33398.0,40557.0,41442.0,,,,,,,,2.18,,,,,,,,,
23.0,2013.0,534,24.0,Culpeper County,91.95%,3.93%,39577.0,45811.0,47252.0,,,,,,,,3.15,,,,,,,,,
24.0,2013.0,114,25.0,Cumberland County,81.58%,14.91%,31774.0,42935.0,44634.0,,,,,,,,3.96,,,,,,,,,
25.0,2013.0,178,26.0,Dickenson County,84.27%,7.87%,28549.0,41776.0,42123.0,,,,,,,,0.83,,,,,,,,,
26.0,2013.0,357,27.0,Dinwiddie County,81.51%,5.04%,,46594.0,45107.0,,,,,,,,-3.19,,,,,,,,,
27.0,2013.0,120,28.0,Essex County,84.17%,8.33%,36018.0,46262.0,45899.0,,,,,,,,-0.79,,,,,,,,,
28.0,2013.0,"13,667",29.0,Fairfax County,91.60%,5.83%,,62074.0,63203.0,,,,,,,,1.82,,,,,,,,,
29.0,2013.0,877,30.0,Fauquier County,94.07%,2.62%,59654.0,54615.0,54975.0,,,,,,,,0.66,,,,,,,,,
30.0,2013.0,161,31.0,Floyd County,93.79%,3.73%,32386.0,42772.0,42542.0,,,,,,,,-0.54,,,,,,,,,
31.0,2013.0,313,32.0,Fluvanna County,94.89%,2.88%,37333.0,50822.0,50376.0,,,,,,,,-0.88,,,,,,,,,
32.0,2013.0,591,33.0,Franklin County,85.45%,7.78%,,43314.0,43895.0,,,,,,,,1.34,,,,,,,,,
33.0,2013.0,"1,017",34.0,Frederick County,90.07%,4.62%,41813.0,47672.0,47490.0,,,,,,,,-0.38,,,,,,,,,
34.0,2013.0,205,35.0,Giles County,83.41%,10.24%,34280.0,39458.0,38340.0,,,,,,,,-2.83,,,,,,,,,
35.0,2013.0,511,36.0,Gloucester County,87.87%,7.24%,42368.0,46306.0,46108.0,,,,,,,,-0.43,,,,,,,,,
36.0,2013.0,181,37.0,Goochland County,90.61%,3.31%,79077.0,43196.0,43212.0,,,,,,,,0.04,,,,,,,,,
37.0,2013.0,150,38.0,Grayson County,85.33%,7.33%,28518.0,35744.0,36507.0,,,,,,,,2.13,,,,,,,,,
38.0,2013.0,186,39.0,Greene County,92.47%,4.30%,36638.0,44099.0,44959.0,,,,,,,,1.95,,,,,,,,,
39.0,2013.0,227,40.0,Greensville County,86.34%,8.37%,27409.0,45179.0,44913.0,,,,,,,,-0.59,,,,,,,,,
40.0,2013.0,419,41.0,Halifax County,90.69%,4.30%,30948.0,38660.0,41869.0,,,,,,,,8.3,,,,,,,,,
41.0,2013.0,"1,474",42.0,Hanover County,95.45%,2.58%,49096.0,47103.0,48174.0,,,,,,,,2.27,,,,,,,,,
42.0,2013.0,"3,942",43.0,Henrico County,89.95%,6.29%,53807.0,48827.0,51723.0,,,,,,,,5.93,,,,,,,,,
43.0,2013.0,592,44.0,Henry County,90.20%,2.70%,33042.0,42518.0,43860.0,,,,,,,,3.16,,,,,,,,,
44.0,2013.0,17,45.0,Highland County,100.00%,.00%,38648.0,44056.0,43734.0,,,,,,,,-0.73,,,,,,,,,
45.0,2013.0,506,46.0,Isle of Wight County,88.93%,6.72%,48567.0,51959.0,53025.0,,,,,,,,2.05,,,,,,,,,
46.0,2013.0,340,48.0,King George County,90.88%,7.35%,47117.0,50361.0,47401.0,,,,,,,,-5.88,,,,,,,,,
47.0,2013.0,58,49.0,King and Queen County,84.48%,5.17%,35583.0,45994.0,48784.0,,,,,,,,6.07,,,,,,,,,
48.0,2013.0,164,50.0,King William County,93.29%,1.22%,39724.0,46105.0,46382.0,,,,,,,,0.6,,,,,,,,,
49.0,2013.0,107,51.0,Lancaster County,96.26%,.93%,48214.0,43432.0,42685.0,,,,,,,,-1.72,,,,,,,,,
50.0,2013.0,239,52.0,Lee County,84.10%,10.88%,26507.0,37924.0,40343.0,,,,,,,,6.38,,,,,,,,,
51.0,2013.0,"4,516",53.0,Loudoun County,95.77%,2.19%,67036.0,59237.0,60646.0,,,,,,,,2.38,,,,,,,,,
52.0,2013.0,355,54.0,Louisa County,90.42%,5.35%,35352.0,47014.0,47013.0,,,,,,,,-0.0,,,,,,,,,
53.0,2013.0,132,55.0,Lunenburg County,88.64%,8.33%,27970.0,40003.0,47668.0,,,,,,,,19.16,,,,,,,,,
54.0,2013.0,146,56.0,Madison County,97.26%,.00%,42881.0,42745.0,43103.0,,,,,,,,0.84,,,,,,,,,
55.0,2013.0,100,57.0,Mathews County,95.00%,3.00%,46949.0,39857.0,40404.0,,,,,,,,1.37,,,,,,,,,
56.0,2013.0,352,58.0,Mecklenburg County,88.07%,9.66%,32167.0,41481.0,48805.0,,,,,,,,17.66,,,,,,,,,
57.0,2013.0,95,59.0,Middlesex County,94.74%,2.11%,41425.0,41103.0,42099.0,,,,,,,,2.42,,,,,,,,,
58.0,2013.0,747,60.0,Montgomery County,89.56%,5.22%,30623.0,45999.0,46297.0,,,,,,,,0.65,,,,,,,,,
59.0,2013.0,153,62.0,Nelson County,90.20%,3.92%,42608.0,47643.0,47432.0,,,,,,,,-0.44,,,,,,,,,
60.0,2013.0,237,63.0,New Kent County,89.45%,2.11%,62564.0,44629.0,46128.0,,,,,,,,3.36,,,,,,,,,
61.0,2013.0,128,65.0,Northampton County,82.81%,9.38%,39751.0,41666.0,36962.0,,,,,,,,-11.29,,,,,,,,,
62.0,2013.0,112,66.0,Northumberland County,88.39%,10.71%,41994.0,46290.0,48748.0,,,,,,,,5.31,,,,,,,,,
63.0,2013.0,161,67.0,Nottoway County,81.37%,13.66%,29506.0,42625.0,47509.0,,,,,,,,11.46,,,,,,,,,
64.0,2013.0,389,68.0,Orange County,91.26%,2.06%,41989.0,45185.0,45567.0,,,,,,,,0.85,,,,,,,,,
65.0,2013.0,305,69.0,Page County,97.70%,.98%,32559.0,41177.0,41014.0,,,,,,,,-0.4,,,,,,,,,
66.0,2013.0,231,70.0,Patrick County,91.34%,4.33%,28728.0,40534.0,41441.0,,,,,,,,2.24,,,,,,,,,
67.0,2013.0,716,71.0,Pittsylvania County,87.99%,10.20%,31929.0,41567.0,41076.0,,,,,,,,-1.18,,,,,,,,,
68.0,2013.0,331,72.0,Powhatan County,87.92%,4.53%,44138.0,47508.0,47646.0,,,,,,,,0.29,,,,,,,,,
69.0,2013.0,190,73.0,Prince Edward County,86.84%,6.84%,26694.0,40675.0,44127.0,,,,,,,,8.49,,,,,,,,,
70.0,2013.0,483,74.0,Prince George County,83.23%,10.56%,34490.0,49834.0,49658.0,,,,,,,,-0.35,,,,,,,,,
71.0,2013.0,"5,962",75.0,Prince William County,89.53%,7.13%,,60993.0,61855.0,,,,,,,,1.41,,,,,,,,,
72.0,2013.0,375,77.0,Pulaski County,87.20%,7.73%,34083.0,42757.0,42420.0,,,,,,,,-0.79,,,,,,,,,
73.0,2013.0,75,78.0,Rappahannock County,92.00%,4.00%,54907.0,47393.0,45941.0,,,,,,,,-3.06,,,,,,,,,
74.0,2013.0,98,79.0,Richmond County,85.71%,9.18%,30445.0,48277.0,47626.0,,,,,,,,-1.35,,,,,,,,,
75.0,2013.0,"1,204",80.0,Roanoke County,93.94%,3.82%,44813.0,48712.0,48267.0,,,,,,,,-0.91,,,,,,,,,
76.0,2013.0,256,81.0,Rockbridge County,85.55%,7.03%,,46535.0,45216.0,,,,,,,,-2.84,,,,,,,,,
77.0,2013.0,899,82.0,Rockingham County,92.55%,4.67%,33783.0,44452.0,45039.0,,,,,,,,1.32,,,,,,,,,
78.0,2013.0,351,83.0,Russell County,90.31%,6.55%,29286.0,38884.0,36271.0,,,,,,,,-6.72,,,,,,,,,
79.0,2013.0,298,84.0,Scott County,90.94%,5.37%,28872.0,45500.0,45582.0,,,,,,,,0.18,,,,,,,,,
80.0,2013.0,484,85.0,Shenandoah County,95.66%,1.65%,37120.0,45115.0,44177.0,,,,,,,,-2.08,,,,,,,,,
81.0,2013.0,373,86.0,Smyth County,91.96%,3.49%,31996.0,43453.0,43590.0,,,,,,,,0.31,,,,,,,,,
82.0,2013.0,223,87.0,Southampton County,80.72%,13.45%,35309.0,43537.0,44012.0,,,,,,,,1.09,,,,,,,,,
83.0,2013.0,"1,952",88.0,Spotsylvania County,88.32%,4.30%,43673.0,51491.0,51373.0,,,,,,,,-0.23,,,,,,,,,
84.0,2013.0,"2,347",89.0,Stafford County,91.78%,3.11%,48756.0,53241.0,53038.0,,,,,,,,-0.38,,,,,,,,,
85.0,2013.0,77,90.0,Surry County,96.10%,2.60%,36069.0,47645.0,50020.0,,,,,,,,4.98,,,,,,,,,
86.0,2013.0,102,91.0,Sussex County,77.45%,10.78%,27931.0,49262.0,51080.0,,,,,,,,3.69,,,,,,,,,
87.0,2013.0,497,92.0,Tazewell County,84.10%,8.25%,33493.0,43660.0,42846.0,,,,,,,,-1.86,,,,,,,,,
88.0,2013.0,454,93.0,Warren County,92.29%,5.95%,39862.0,45960.0,45096.0,,,,,,,,-1.88,,,,,,,,,
89.0,2013.0,559,94.0,Washington County,94.99%,1.25%,38714.0,44484.0,44205.0,,,,,,,,-0.63,,,,,,,,,
90.0,2013.0,128,95.0,Westmoreland County,85.16%,10.16%,36539.0,42212.0,41794.0,,,,,,,,-0.99,,,,,,,,,
91.0,2013.0,463,96.0,Wise County,89.42%,7.34%,29530.0,47742.0,47487.0,,,,,,,,-0.53,,,,,,,,,
92.0,2013.0,332,97.0,Wythe County,85.54%,8.73%,29838.0,43160.0,44752.0,,,,,,,,3.69,,,,,,,,,
93.0,2013.0,"1,073",98.0,York County,94.41%,2.42%,51418.0,48831.0,48101.0,,,,,,,,-1.5,,,,,,,,,
94.0,2013.0,824,101.0,Alexandria City,86.17%,10.68%,,70183.0,70696.0,,,,,,,,0.73,,,,,,,,,
95.0,2013.0,181,102.0,Bristol City,84.53%,11.05%,38714.0,42672.0,45342.0,,,,,,,,6.26,,,,,,,,,
96.0,2013.0,83,103.0,Buena Vista City,83.13%,6.02%,,40793.0,41397.0,,,,,,,,1.48,,,,,,,,,
97.0,2013.0,314,104.0,Charlottesville City,80.57%,10.19%,56553.0,52660.0,52790.0,,,,,,,,0.25,,,,,,,,,
98.0,2013.0,248,106.0,Colonial Heights City,91.13%,1.61%,,51880.0,50451.0,,,,,,,,-2.75,,,,,,,,,
99.0,2013.0,62,107.0,Covington City,85.48%,6.45%,33156.0,50039.0,51412.0,,,,,,,,2.74,,,,,,,,,
100.0,2013.0,500,108.0,Danville City,78.80%,6.20%,31929.0,46586.0,45898.0,,,,,,,,-1.48,,,,,,,,,
101.0,2013.0,170,109.0,Falls Church City,97.06%,1.18%,,62956.0,63273.0,,,,,,,,0.5,,,,,,,,,
102.0,2013.0,225,110.0,Fredericksburg City,86.67%,8.44%,,46035.0,45704.0,,,,,,,,-0.72,,,,,,,,,
103.0,2013.0,96,111.0,Galax City,86.46%,6.25%,29949.0,43379.0,45100.0,,,,,,,,3.97,,,,,,,,,
104.0,2013.0,"1,854",112.0,Hampton City,85.44%,3.78%,,44205.0,45137.0,,,,,,,,2.11,,,,,,,,,
105.0,2013.0,358,113.0,Harrisonburg City,89.39%,7.54%,33783.0,45474.0,45439.0,,,,,,,,-0.08,,,,,,,,,
106.0,2013.0,312,114.0,Hopewell City,78.85%,9.29%,34490.0,45360.0,45013.0,,,,,,,,-0.77,,,,,,,,,
107.0,2013.0,670,115.0,Lynchburg City,80.90%,8.06%,33944.0,46213.0,41960.0,,,,,,,,-9.2,,,,,,,,,
108.0,2013.0,196,116.0,Martinsville City,83.67%,12.24%,33042.0,43504.0,42969.0,,,,,,,,-1.23,,,,,,,,,
109.0,2013.0,"2,102",117.0,Newport News City,85.20%,4.38%,,47009.0,48228.0,,,,,,,,2.59,,,,,,,,,
110.0,2013.0,"2,062",118.0,Norfolk City,77.93%,9.99%,,48711.0,48967.0,,,,,,,,0.52,,,,,,,,,
111.0,2013.0,67,119.0,Norton City,88.06%,5.97%,29530.0,44113.0,40934.0,,,,,,,,-7.21,,,,,,,,,
112.0,2013.0,306,120.0,Petersburg City,77.45%,14.71%,,45307.0,40644.0,,,,,,,,-10.29,,,,,,,,,
113.0,2013.0,"1,113",121.0,Portsmouth City,80.86%,10.42%,,36268.0,36517.0,,,,,,,,0.69,,,,,,,,,
114.0,2013.0,104,122.0,Radford City,94.23%,2.88%,30623.0,48813.0,48016.0,,,,,,,,-1.63,,,,,,,,,
115.0,2013.0,"1,503",123.0,Richmond City,76.25%,17.10%,,48345.0,50485.0,,,,,,,,4.43,,,,,,,,,
116.0,2013.0,926,124.0,Roanoke City,80.35%,11.34%,,44425.0,48039.0,,,,,,,,8.13,,,,,,,,,
117.0,2013.0,206,126.0,Staunton City,87.38%,3.88%,,44839.0,41588.0,,,,,,,,-7.25,,,,,,,,,
118.0,2013.0,"1,098",127.0,Suffolk City,87.25%,8.11%,,49280.0,48516.0,,,,,,,,-1.55,,,,,,,,,
119.0,2013.0,"5,355",128.0,Virginia Beach City,88.05%,4.71%,,52732.0,53201.0,,,,,,,,0.89,,,,,,,,,
120.0,2013.0,219,130.0,Waynesboro City,83.56%,4.11%,,43048.0,44929.0,,,,,,,,4.37,,,,,,,,,
121.0,2013.0,872,131.0,Williamsburg-James City County,88.99%,5.28%,,51923.0,51572.0,,,,,,,,-0.68,,,,,,,,,
122.0,2013.0,298,132.0,Winchester City,88.59%,8.39%,41813.0,50170.0,51256.0,,,,,,,,2.16,,,,,,,,,
